204,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885663,11COMMBA101016,11COMMBA101016,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3084,TUITION FEE,0,55100,0,0,0,0,0,0,0,
205,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885663,11COMMBA101016,11COMMBA101016,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3084,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
206,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885666,11COMMBA101015,11COMMBA101015,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,152,TUITION FEE,0,102400,0,0,0,0,0,0,0,
207,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885666,11COMMBA101015,11COMMBA101015,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,152,Security Fee,0,10000,0,0,0,0,0,0,0,
208,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885649,11COMMBA101019,11COMMBA101019,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,177,TUITION FEE,0,128000,0,0,0,0,0,0,0,
209,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885649,11COMMBA101019,11COMMBA101019,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,177,Security Fee,0,10000,0,0,0,0,0,0,0,
210,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885647,11COMMBA101020,11COMMBA101020,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,180,TUITION FEE,0,128000,0,0,0,0,0,0,0,
211,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885647,11COMMBA101020,11COMMBA101020,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,180,Security Fee,0,10000,0,0,0,0,0,0,0,
212,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898222,11CCICMCA102007,11CCICMCA102007,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,157,TUITION FEE,0,92000,0,0,0,0,0,0,0,
213,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898222,11CCICMCA102007,11CCICMCA102007,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,157,Security Fee,0,10000,0,0,0,0,0,0,0,
214,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898228,11CCICMCA102006,11CCICMCA102006,No Information,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,156,TUITION FEE,0,92000,0,0,0,0,0,0,0,
215,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898228,11CCICMCA102006,11CCICMCA102006,No Information,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,156,Security Fee,0,10000,0,0,0,0,0,0,0,
216,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898210,11CCICMCA102008,11CCICMCA102008,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,158,TUITION FEE,0,92000,0,0,0,0,0,0,0,
217,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898210,11CCICMCA102008,11CCICMCA102008,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,158,Security Fee,0,10000,0,0,0,0,0,0,0,
218,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886473,11COMBB101008,11COMBB101008,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,131,TUITION FEE,0,55000,0,0,0,0,0,0,0,
219,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886473,11COMBB101008,11COMBB101008,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,131,Security Fee,0,10000,0,0,0,0,0,0,0,
220,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889384,11CETBT105017,11CETBT105017,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3005,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
221,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885668,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,137,TUITION FEE,0,49000,0,0,0,0,0,0,0,
222,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885670,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,135,TUITION FEE,0,39000,0,0,0,0,0,0,0,
223,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885670,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,135,Security Fee,0,10000,0,0,0,0,0,0,0,
224,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889370,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,150,TUITION FEE,0,18000,0,0,0,0,0,0,0,
225,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889371,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,148,TUITION FEE,0,40000,0,0,0,0,0,0,0,
226,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889369,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,149,TUITION FEE,0,40000,0,0,0,0,0,0,0,
227,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889350,11CETBT105019,11CETBT105019,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,153,TUITION FEE,0,128000,0,0,0,0,0,0,0,
228,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889350,11CETBT105019,11CETBT105019,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,153,Security Fee,0,10000,0,0,0,0,0,0,0,
229,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889342,11CETBT105020,11CETBT105020,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,161,TUITION FEE,0,128000,0,0,0,0,0,0,0,
230,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889342,11CETBT105020,11CETBT105020,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,161,Security Fee,0,10000,0,0,0,0,0,0,0,
231,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889372,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,147,TUITION FEE,0,30000,0,0,0,0,0,0,0,
232,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889372,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,147,Security Fee,0,10000,0,0,0,0,0,0,0,
233,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889383,11CETBT105017,11CETBT105017,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3003,TUITION FEE,0,128000,0,0,0,0,0,0,0,
234,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889383,11CETBT105017,11CETBT105017,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3003,Security Fee,0,10000,0,0,0,0,0,0,0,
235,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893451,11CETBT102011,11CETBT102011,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2894,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
236,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896625,11CETBT101027,11CETBT101027,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,133,TUITION FEE,0,128000,0,0,0,0,0,0,0,
237,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896625,11CETBT101027,11CETBT101027,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,133,Security Fee,0,10000,0,0,0,0,0,0,0,
238,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893450,11CETBT102011,11CETBT102011,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2893,TUITION FEE,0,128000,0,0,0,0,0,0,0,
239,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893450,11CETBT102011,11CETBT102011,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2893,Security Fee,0,10000,0,0,0,0,0,0,0,
240,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893437,11CETBT102012,11CETBT102012,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,167,TUITION FEE,0,118000,0,0,0,0,0,0,0,
241,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893437,11CETBT102012,11CETBT102012,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,167,Security Fee,0,10000,0,0,0,0,0,0,0,
242,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893436,11CETBT102012,11CETBT102012,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,169,TUITION FEE,0,10000,0,0,0,0,0,0,0,
243,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885669,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,138,TUITION FEE,0,40000,0,0,0,0,0,0,0,
244,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886472,11COMBB101008,11COMBB101008,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,132,TUITION FEE,0,10000,0,0,0,0,0,0,0,
245,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896602,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3098,TUITION FEE,0,35000,0,0,0,0,0,0,0,
246,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896602,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3098,Security Fee,0,10000,0,0,0,0,0,0,0,
247,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896739,11CETBT101015,11CETBT101015,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2828,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
248,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896632,11CETBT101026,11CETBT101026,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,129,TUITION FEE,0,128000,0,0,0,0,0,0,0,
249,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896632,11CETBT101026,11CETBT101026,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,129,Security Fee,0,10000,0,0,0,0,0,0,0,
250,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896599,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3100,TUITION FEE,0,38000,0,0,0,0,0,0,0,
251,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896600,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3099,TUITION FEE,0,45000,0,0,0,0,0,0,0,
252,27-06-2011,2011-2012,2011-2012,AIE,SCHOLARSHIP,615803,11COMMBA101015,11COMMBA101015,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,0,0,0,25600,0,0,0,0,0,
253,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896601,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3101,TUITION FEE,0,10000,0,0,0,0,0,0,0,
254,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896603,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3104,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
255,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886749,11CETMT101002,11CETMT101002,Alumni,General,School of Computing Science & Engineering,M.Tech Computer Science Engineering,School of Computing Science,M.Tech Computer Science Engineering 2011-2012 II Sem IV,130,TUITION FEE,0,74000,0,0,0,0,0,0,0,
256,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886749,11CETMT101002,11CETMT101002,Alumni,General,School of Computing Science & Engineering,M.Tech Computer Science Engineering,School of Computing Science,M.Tech Computer Science Engineering 2011-2012 II Sem IV,130,Security Fee,0,10000,0,0,0,0,0,0,0,
257,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896575,11CETBT101033,11CETBT101033,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,181,TUITION FEE,0,30000,0,0,0,0,0,0,0,
258,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896575,11CETBT101033,11CETBT101033,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,181,Security Fee,0,10000,0,0,0,0,0,0,0,
259,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896574,11CETBT101033,11CETBT101033,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,182,TUITION FEE,0,98000,0,0,0,0,0,0,0,
260,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896580,11CETBT101032,11CETBT101032,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,178,TUITION FEE,0,128000,0,0,0,0,0,0,0,
261,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896580,11CETBT101032,11CETBT101032,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,178,Security Fee,0,10000,0,0,0,0,0,0,0,
262,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896586,11CETBT101031,11CETBT101031,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,163,TUITION FEE,0,128000,0,0,0,0,0,0,0,
263,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896586,11CETBT101031,11CETBT101031,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,163,Security Fee,0,10000,0,0,0,0,0,0,0,
264,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896613,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,146,TUITION FEE,0,8000,0,0,0,0,0,0,0,
265,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896612,11CETBT101029,11CETBT101029,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,151,TUITION FEE,0,128000,0,0,0,0,0,0,0,
266,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896612,11CETBT101029,11CETBT101029,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,151,Security Fee,0,10000,0,0,0,0,0,0,0,
267,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896614,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,145,TUITION FEE,0,120000,0,0,0,0,0,0,0,
268,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896614,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,145,Security Fee,0,10000,0,0,0,0,0,0,0,
269,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893428,11CETBT102013,11CETBT102013,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2896,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
270,28-06-2011,2011-2012,2011-2012,AIE,SCHOLARSHIP,609970,11CETBT101037,11CETBT101037,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2016-17 II Sem IV,,TUITION FEE,0,0,0,32000,0,0,0,0,0,
271,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893427,11CETBT102013,11CETBT102013,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2895,TUITION FEE,0,128000,0,0,0,0,0,0,0,
272,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893427,11CETBT102013,11CETBT102013,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2895,Security Fee,0,10000,0,0,0,0,0,0,0,
273,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893401,11CETBT102016,11CETBT102016,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2901,TUITION FEE,0,128000,0,0,0,0,0,0,0,
274,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893401,11CETBT102016,11CETBT102016,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2901,Security Fee,0,10000,0,0,0,0,0,0,0,
275,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889328,11CETBT105021,11CETBT105021,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,197,TUITION FEE,0,96000,0,0,0,0,0,0,0,
276,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889328,11CETBT105021,11CETBT105021,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,197,Security Fee,0,10000,0,0,0,0,0,0,0,
277,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889327,11CETBT105022,11CETBT105022,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3007,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
278,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889326,11CETBT105022,11CETBT105022,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3006,TUITION FEE,0,128000,0,0,0,0,0,0,0,
279,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889326,11CETBT105022,11CETBT105022,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3006,Security Fee,0,10000,0,0,0,0,0,0,0,
280,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889311,11CETBT105023,11CETBT105023,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,217,TUITION FEE,0,128000,0,0,0,0,0,0,0,
281,28-06-2011,2011-2012,2011-2012,AIE,RCPT,889311,11CETBT105023,11CETBT105023,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,217,Security Fee,0,10000,0,0,0,0,0,0,0,
282,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893409,11CETBT102015,11CETBT102015,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2899,TUITION FEE,0,128000,0,0,0,0,0,0,0,
283,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893409,11CETBT102015,11CETBT102015,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2899,Security Fee,0,10000,0,0,0,0,0,0,0,
284,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893402,11CETBT102016,11CETBT102016,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2902,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
285,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893418,11CETBT102014,11CETBT102014,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2897,TUITION FEE,0,128000,0,0,0,0,0,0,0,
286,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893418,11CETBT102014,11CETBT102014,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2897,Security Fee,0,10000,0,0,0,0,0,0,0,
287,28-06-2011,2011-2012,2011-2012,AIE,RCPT,893410,11CETBT102015,11CETBT102015,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2900,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
